14.12.2018 RGB-PI Database for MAME 2000 (0.37b5) by @Fran_Tron

Name, H pixels, Scanlines, Frame Rate, H position, H zoom, V position, 
H Front Porch, H Sync, H Back Porch, V Sync, H Frequency, Core, Orientation.
mirninja 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
ordyne 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
phelios 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
burnforc 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
finehour 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
marvland 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
marvlanj 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
valkyrie 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
kyukaidk 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
kyukaido 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
dsaber 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
dsaberj 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
rthun2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
rthun2j 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
cosmogng 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
cosmognj 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
sws92 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
sws93 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
cosmicg 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
cosmica 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
cosmica2 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
panic 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
panica 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
panicger 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
magspot2 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
devzone 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
nomnlnd 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
nomnlndg 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
cheekyms 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
ladybug 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
ladybugb 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
snapjack 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
cavenger 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
mrdo 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
mrdot 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
mrdofix 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
mrlo 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
mrdu 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
mrdoy 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
yankeedo 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
docastle 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
docastl2 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
douni 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
dorunrun 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
dorunru2 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
dorunruc 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
spiero 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
dowild 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
jjack 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
kickridr 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
radarscp 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
dkong 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
dkongjp 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
dkongjpo 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
dkongjr 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
dkngjrjp 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
dkjrjp 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
dkjrbl 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
dkong3 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
dkong3j 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
mario 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
mariojp 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
masao 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
hunchbkd 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
herbiedk 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
popeye 1920 224 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
popeye2 1920 224 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
popeyebl 1920 224 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
punchout 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
spnchout 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
spnchotj 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
armwrest 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
seawolf 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
gunfight 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
tornbase 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
280zzzap 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
maze 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
boothill 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
checkmat 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
desertgu 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
dplay 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
lagunar 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
gmissile 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
m4 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
clowns 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
einnings 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
shuffle 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
dogpatch 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
spcenctr 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
phantom2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
bowler 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
invaders 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
blueshrk 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
invad2ct 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
invadpt2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
invaddlx 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
moonbase 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
earthinv 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
spaceatt 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
sinvzen 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
superinv 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
sinvemag 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
jspecter 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
invrvnge 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
invrvnga 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
galxwars 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
starw 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
lrescue 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
grescue 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
desterth 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
cosmicmo 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
rollingc 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
sheriff 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
bandido 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
ozmawars 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
solfight 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
spaceph 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
schaser 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
schasrcv 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
lupin3 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
helifire 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
helifira 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
spacefev 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
sfeverbw 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
spclaser 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
laser 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
spcewarl 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
polaris 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
polarisa 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
ballbomb 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
m79amb 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
alieninv 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
sitv 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
sicv 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
sisv 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
sisv2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
spacewr3 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
invaderl 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
yosakdon 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
spceking 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
spcewars 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
astinvad 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
kamikaze 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
spaceint 1920 256 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
lazercmd 1920 230 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
deadeye 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
gypsyjug 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
medlanes 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
seawolf2 1920 204 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
spacezap 1920 204 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
ebases 1920 204 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
wow 1920 204 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
gorf 1920 204 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
gorfpgm1 1920 204 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
robby 1920 204 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
solarfox 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
kick 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
kicka 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
shollow 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
shollow2 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
tron 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
tron2 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
kroozr 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
domino 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
wacko 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
twotiger 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
journey 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
tapper 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
tappera 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
sutapper 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
rbtapper 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
timber 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
destderb 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
destderm 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
sarge 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
rampage 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
rampage2 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
powerdrv 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
maxrpm 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
spyhunt 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
turbotag 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
crater 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
zwackery 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
xenophob 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
spyhunt2 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
spyhnt2a 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
blasted 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
archrivl 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
archriv2 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
trisport 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
pigskin 1920 240 30.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
sentetst 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
cshift 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
gghost 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
hattrick 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
otwalls 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
snakepit 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
snakjack 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
stocker 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
triviag1 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
triviag2 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
triviasp 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
triviayp 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
triviabb 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
gimeabrk 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
minigolf 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
minigol2 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
toggle 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
nametune 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
nstocker 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
sfootbal 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
spiker 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
rescraid 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
rescrdsa 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
skychut 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
redalert 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
olibochu 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
mpatrol 1920 248 57.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
mpatrolw 1920 248 57.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
mranger 1920 248 57.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
troangel 1920 240 57.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
yard 1920 240 57.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
vsyard 1920 240 57.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
vsyard2 1920 240 57.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
travrusa 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
motorace 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
kungfum 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
kungfud 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
spartanx 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
kungfub 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
kungfub2 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
battroad 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
ldrun 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
ldruna 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
ldrun2 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
ldrun3 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
ldrun4 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
lotlot 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
kidniki 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
yanchamr 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
spelunkr 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
spelunk2 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
vigilant 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
vigilntu 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
vigilntj 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
kikcubic 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
rtype 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
rtypepj 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
rtypeu 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
bchopper 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
mrheli 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
nspirit 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
nspiritj 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
imgfight 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
loht 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
xmultipl 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
dbreed 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
rtype2 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
rtype2j 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
majtitle 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
hharry 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
hharryu 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
dkgensan 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
poundfor 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
poundfou 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
airduel 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
gallop 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
sichuan2 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
sichuana 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
shisen 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
bmaster 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
gunforce 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
gunforcu 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
hook 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
hooku 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
mysticri 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
gunhohki 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
uccops 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
uccopsj 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
rtypeleo 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
majtitl2 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
skingame 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
skingam2 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
inthunt 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
inthuntu 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
kaiteids 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
lethalth 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
thndblst 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
psoldier 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
dsoccr94 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
reactor 1920 240 61.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
mplanets 1920 240 61.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
qbert 1920 240 61.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
qbertjp 1920 240 61.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
insector 1920 240 61.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
krull 1920 240 61.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
sqbert 1920 240 61.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
mach3 1920 240 61.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
usvsthem 1920 240 61.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
3stooges 1920 240 61.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
qbertqub 1920 240 61.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
screwloo 1920 240 61.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
curvebal 1920 240 61.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
crbaloon 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
crbalon2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
qix 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
qixa 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
qixb 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
qix2 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
sdungeon 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
elecyoyo 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
elecyoy2 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
kram 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
kram2 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
zookeep 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
zookeep2 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
zookeep3 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
spaceskr 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
junglek 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
junglkj2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
jungleh 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix H
alpine 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2000_fix V
